HGNC_ID	HGNC_symbol	transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_non	p_css	p_fs	p_lof
HGNC:27006	IFFO2	ENST00000455833.2	IFFO2	1	19235054	19282826	1554	9	1.16252286213e-05	3.92075770463e-06	7.29960753626e-06	3.0758087977e-07	9.72825006255e-08	2.40300201535e-07	6.4516358193e-07
HGNC:18640	LDLRAP1	ENST00000374338.4	LDLRAP1	1	25870189	25893483	927	9	1.51007785661e-05	5.03376873377e-06	9.44382962294e-06	2.95957020508e-07	3.27223188914e-07	3.23200516472e-07	9.46380725894e-07
HGNC:30213	ATP13A2	ENST00000326735.8	ATP13A2	1	17312715	17338233	3543	29	6.48804269734e-05	2.07329068918e-05	4.14955028929e-05	1.50308777344e-06	1.14892941533e-06	6.96917434093e-07	3.34893462286e-06
NA	NA	ENST00000434336.2	AL137798.1	1	16999497	17000007	510	1	6.09901895883e-07	1.51889818353e-07	4.24290598872e-07	3.37214786573e-08	0.0	2.35841627121e-08	5.73056413694e-08
HGNC:20712	ZDHHC18	ENST00000374142.4	ZDHHC18	1	27153295	27180334	1167	8	1.76387602476e-05	5.43109510216e-06	1.12126840005e-05	4.51309450462e-07	5.43671694468e-07	3.01571138767e-07	1.2965522837e-06
HGNC:17295	AIM1L	ENST00000527815.1	AIM1L	1	26648458	26670526	2364	19	3.20679973615e-05	1.01873939021e-05	2.03210788728e-05	9.50766989586e-07	6.08757596935e-07	7.02768229614e-07	2.26229281614e-06
HGNC:29995	CELA2B	ENST00000375910.3	CELA2B	1	15802620	15817807	810	8	1.59435594877e-05	5.59561666346e-06	9.52778772842e-06	3.77932034017e-07	4.42223061852e-07	1.75461177563e-07	9.95616273433e-07
HGNC:10009	RHD	ENST00000328664.4	RHD	1	25599038	25655415	1254	10	1.9222506685e-05	6.20511982496e-06	1.20813711671e-05	4.50043835355e-07	4.8597185764e-07	3.55557585944e-07	1.29157327894e-06
HGNC:9858	RAP1GAP	ENST00000290101.4	RAP1GAP	1	21924212	21978315	2184	24	3.80801013489e-05	1.25218008804e-05	2.3765000271e-05	8.94565735959e-07	8.98734461591e-07	7.30494149715e-07	2.52379434726e-06
HGNC:25234	RSRP1	ENST00000243189.7	C1orf63	1	25569079	25573454	873	4	2.19662439851e-05	5.96208544694e-06	1.50473004948e-05	8.26449492847e-07	1.30408550487e-07	1.41899697305e-07	1.09875774064e-06
HGNC:18533	USP48	ENST00000308271.9	USP48	1	22005909	22109450	3108	27	4.11711499956e-05	1.08206350164e-05	2.73684785363e-05	1.86133286001e-06	1.120703583e-06	8.25877001914e-07	3.80791344492e-06
HGNC:1242	C1QB	ENST00000314933.6	C1QB	1	22985949	22987879	762	2	1.29113768388e-05	3.9230887854e-06	8.68369949264e-06	2.60550709803e-07	4.4037850985e-08	6.37798943429e-08	3.68368455131e-07
HGNC:26001	PQLC2	ENST00000375153.3	PQLC2	1	19644171	19655137	876	7	1.73424978132e-05	5.72314049448e-06	1.06899246305e-05	2.93715852623e-07	6.35716835593e-07	1.90841173688e-07	1.1202738619e-06
HGNC:10681	SDHB	ENST00000375499.3	SDHB	1	17345375	17380514	843	8	1.20065270646e-05	2.9694544034e-06	7.95325136709e-06	6.57033216794e-07	4.26788077358e-07	1.92649754982e-07	1.27647104914e-06
HGNC:21299	CROCC	ENST00000375541.5	CROCC	1	17248513	17298941	6054	37	9.18225343196e-05	2.54324725512e-05	6.24676309121e-05	2.74312876648e-06	1.17930208988e-06	8.86781241637e-07	4.80921209801e-06
HGNC:11110	ARID1A	ENST00000324856.7	ARID1A	1	27022894	27107247	6858	20	9.89494384712e-05	2.93122515007e-05	6.52370872301e-05	3.56827691521e-06	8.31822825146e-07	7.5155823192e-07	5.15165797228e-06
HGNC:28819	SH2D5	ENST00000444387.2	SH2D5	1	21048284	21054537	1272	9	2.10557466149e-05	5.94065421609e-06	1.43093430917e-05	5.16610222818e-07	2.89139084303e-07	2.62845045307e-07	1.06859435243e-06
HGNC:32071	LDLRAD2	ENST00000344642.2	LDLRAD2	1	22138944	22148708	819	5	1.64445979104e-05	5.72860144745e-06	1.02842371239e-05	2.6003171556e-07	1.7172762351e-07	1.53601818297e-07	5.85361157366e-07
HGNC:18477	MRTO4	ENST00000330263.4	MRTO4	1	19578329	19585324	720	8	1.09522027099e-05	3.10830662605e-06	7.17386556994e-06	3.62175135505e-07	3.07855378408e-07	2.17341480849e-07	8.87371994763e-07
HGNC:30313	UBR4	ENST00000375254.3	UBR4	1	19401325	19536742	15552	106	0.000228589730262	6.42728887672e-05	0.000152624016437	6.89790141172e-06	4.79492364611e-06	2.86282101448e-06	1.45556460723e-05
HGNC:23220	CATSPER4	ENST00000456354.2	CATSPER4	1	26517118	26529033	1419	10	2.43689627831e-05	7.28474825401e-06	1.58585735214e-05	8.32713371856e-07	3.92927635846e-07	3.67968982303e-07	1.59360999001e-06
HGNC:2026	CLCNKA	ENST00000331433.4	CLCNKA	1	16349114	16360153	2064	19	3.60924751419e-05	1.1278934445e-05	2.3155651949e-05	8.43253709226e-07	8.14635038664e-07	4.31104865567e-07	2.08899361346e-06
HGNC:26604	ARHGEF19	ENST00000270747.3	ARHGEF19	1	16525081	16535549	2409	15	3.55375004087e-05	9.87011905342e-06	2.37768108668e-05	1.37852101726e-06	5.12049471169e-07	3.44014176591e-07	2.23458466502e-06
HGNC:25540	ARHGEF10L	ENST00000361221.3	ARHGEF10L	1	17907090	18023875	3840	28	6.71099007088e-05	2.12332908092e-05	4.31841324386e-05	1.46113663896e-06	1.23134082191e-06	6.97625682855e-07	3.39010314372e-06
HGNC:25488	TMEM51	ENST00000428417.1	TMEM51	1	15541583	15546239	762	2	1.45500817322e-05	5.2274938616e-06	8.83090011583e-06	4.44855265283e-07	4.68324894746e-08	4.31287096155e-08	5.34816464373e-07
HGNC:25076	NBPF3	ENST00000318249.5	NBPF3	1	21771579	21809879	1902	14	2.46836488727e-05	7.26410758891e-06	1.55692224779e-05	1.31165477607e-06	5.38664029865e-07	4.23426535417e-07	2.27374534135e-06
HGNC:28026	SPATA21	ENST00000335496.1	SPATA21	1	16725259	16757866	1410	11	2.15556977553e-05	6.29262929728e-06	1.415360297e-05	6.91314801204e-07	4.18150686853e-07	2.55399468551e-07	1.36486495661e-06
NA	NA	ENST00000536896.1	AL020996.1	1	26146743	26147250	507	1	1.28988372941e-06	3.58626384081e-07	8.87908971559e-07	4.33483737733e-08	0.0	3.62741614444e-08	7.96225352177e-08
HGNC:26624	KDF1	ENST00000320567.5	C1orf172	1	27276559	27278871	1197	3	2.10061786141e-05	5.45009885585e-06	1.47822080397e-05	6.84958148401e-07	8.89135701823e-08	1.13526843078e-07	8.87398561662e-07
HGNC:4285	GJB3	ENST00000373366.2	GJB3	1	35250363	35251176	813	1	1.70405982107e-05	5.31999104975e-06	1.10387497892e-05	6.81857371724e-07	0.0	4.89040663676e-08	7.30761438092e-07
HGNC:28250	C1orf94	ENST00000488417.1	C1orf94	1	34643390	34684362	1797	7	2.11636938404e-05	6.59148813435e-06	1.3596697779e-05	7.32172041371e-07	2.43335885688e-07	3.36667836401e-07	1.31217576346e-06
HGNC:12840	YARS	ENST00000373477.4	YARS	1	33241581	33282845	1587	13	2.24997882036e-05	6.48376019738e-06	1.47792704877e-05	7.03336059385e-07	5.33421459158e-07	5.99815327661e-07	1.8365728462e-06
HGNC:5144	HPCA	ENST00000373467.3	HPCA	1	33354499	33359463	582	3	1.17645905408e-05	3.82537830732e-06	7.57838900803e-06	2.80699009186e-07	8.01242162457e-08	1.38832375661e-07	4.99655601093e-07
HGNC:7555	MYCL	ENST00000397332.2	MYCL	1	40363043	40367560	1185	3	1.98193722498e-05	6.44149658414e-06	1.26766826125e-05	6.4717380196e-07	5.40192511989e-08	1.68000072723e-07	8.69193125881e-07
HGNC:13093	ZSCAN20	ENST00000361328.3	ZSCAN20	1	33944889	33961076	3132	7	4.26452058159e-05	1.10664689958e-05	2.95961945589e-05	1.71647208915e-06	2.66070172133e-07	3.29744114522e-07	2.3122863758e-06
HGNC:20240	FNDC5	ENST00000609187.1	FNDC5	1	33329894	33333974	414	4	7.18036764934e-06	1.91027422827e-06	4.99037601995e-06	1.43400870447e-07	1.3631653067e-07	1.84965954696e-07	4.64683355813e-07
HGNC:25514	MAP7D1	ENST00000373151.2	MAP7D1	1	36622018	36645859	2526	17	4.09491469838e-05	1.15977176452e-05	2.76774531766e-05	1.14237751726e-06	5.31598644824e-07	8.6415487161e-07	2.53813103369e-06
NA	NA	ENST00000601459.1	AL109927.1	1	28177084	28177255	171	1	1.52372381686e-07	3.91836755671e-08	1.07435319346e-07	5.75338677276e-09	0.0	3.90903937099e-08	4.48437804826e-08
HGNC:4848	HCRTR1	ENST00000403528.2	HCRTR1	1	32084793	32092581	1278	7	2.2115708978e-05	6.03101807277e-06	1.52987274775e-05	5.19913036741e-07	2.66050390936e-07	3.1161163271e-07	1.09757506039e-06
HGNC:13050	ZMYM6	ENST00000357182.4	ZMYM6	1	35452704	35496240	3978	15	4.0376815447e-05	1.01632400381e-05	2.75072051718e-05	2.10079060477e-06	6.05579632269e-07	7.38236169563e-07	3.4446064066e-06
HGNC:3704	FHL3	ENST00000373016.3	FHL3	1	38463076	38465084	843	5	1.60382329256e-05	4.57607624926e-06	1.07222672282e-05	5.55463012358e-07	1.844264357e-07	2.6680680289e-07	1.00669625095e-06
HGNC:25574	TRIM62	ENST00000291416.5	TRIM62	1	33612777	33647033	1428	5	3.05530525613e-05	9.98626912537e-06	1.97707071494e-05	6.29131339299e-07	1.66944947123e-07	2.33262591781e-07	1.0293388782e-06
HGNC:3272	EIF3I	ENST00000373586.1	EIF3I	1	32688042	32696797	978	11	1.63131682493e-05	4.70131669221e-06	1.08170348117e-05	3.39285599353e-07	4.55531146008e-07	4.98897756146e-07	1.29371450151e-06
HGNC:2439	CSF3R	ENST00000373103.1	CSF3R	1	36931957	36945097	2592	15	3.82965753382e-05	1.11575435003e-05	2.53018349847e-05	1.21022160777e-06	6.26975245515e-07	7.6863904502e-07	2.6058358983e-06
HGNC:29925	GNL2	ENST00000373062.3	GNL2	1	38032455	38061423	2196	16	3.09377295342e-05	7.36219836254e-06	2.1362670589e-05	1.55250806189e-06	6.6035252079e-07	8.44498019744e-07	3.05735860242e-06
HGNC:3183	PHC2	ENST00000257118.5	PHC2	1	33790465	33841140	2577	14	4.26542118124e-05	1.29236156996e-05	2.80820386391e-05	1.10389949738e-06	5.44657976338e-07	6.56799908901e-07	2.30535738262e-06
HGNC:24329	UTP11L	ENST00000373014.4	UTP11L	1	38478474	38489300	762	8	1.21983989968e-05	2.83730330792e-06	8.33944470208e-06	7.09398058739e-07	3.12252928073e-07	4.2711730692e-07	1.44876829373e-06
HGNC:26115	EXO5	ENST00000372703.1	EXO5	1	40980216	40981338	1122	1	1.30105758492e-05	3.65215604443e-06	8.86300093685e-06	4.95418867967e-07	0.0	5.68535379751e-08	5.52272405942e-07
HGNC:7622	MYT1	ENST00000373036.4	MTF1	1	38280807	38323330	2262	10	3.12462549131e-05	9.23257805436e-06	2.03672888648e-05	1.24547565161e-06	4.00912342364e-07	5.31304005514e-07	2.17769199949e-06
HGNC:19987	EPHA10	ENST00000373048.4	EPHA10	1	38184043	38230738	3027	17	5.59283322563e-05	1.75252229139e-05	3.6246451528e-05	1.40191821092e-06	7.5473960348e-07	9.00907635982e-07	3.05756545038e-06
HGNC:362	AK2	ENST00000354858.6	AK2	1	33478781	33502429	720	6	1.10340341238e-05	3.13994682209e-06	7.2435867459e-06	3.09558757473e-07	3.40941798348e-07	2.78745489584e-07	9.29246045406e-07
HGNC:25501	BSDC1	ENST00000446293.2	BSDC1	1	32832222	32860015	1344	11	1.99038956135e-05	6.15366483021e-06	1.28095380463e-05	5.50298252298e-07	3.9039448468e-07	5.01245783321e-07	1.4419385203e-06
HGNC:24789	C1orf122	ENST00000373042.4	C1orf122	1	38274076	38274745	333	3	4.42299639522e-06	1.60004377924e-06	2.74203009765e-06	4.59523099919e-08	3.49702083179e-08	1.59294666583e-07	2.40217184893e-07
HGNC:30246	ZCCHC17	ENST00000373714.1	ZCCHC17	1	31782945	31837040	726	7	8.33825428855e-06	1.89256190039e-06	5.72432036872e-06	4.5438971157e-07	2.66982307875e-07	3.08918400126e-07	1.03029041957e-06
HGNC:30685	TXLNA	ENST00000373609.1	TXLNA	1	32645946	32660796	1641	10	2.27318057213e-05	6.14524694655e-06	1.5505218004e-05	7.19262695429e-07	3.62078075323e-07	4.53022315377e-07	1.53436308613e-06
HGNC:26253	ZMYM1	ENST00000373330.1	ZMYM1	1	35559588	35580860	3429	9	3.84293813418e-05	1.03247359953e-05	2.59268085388e-05	1.83584513512e-06	3.41991672645e-07	4.44126968018e-07	2.62196377579e-06
HGNC:25743	NKAIN1	ENST00000373736.2	NKAIN1	1	31654549	31712394	624	7	7.64614172378e-06	2.30839376102e-06	4.86706643858e-06	2.06352450845e-07	2.64329073348e-07	3.07500240613e-07	7.78181764806e-07
HGNC:24143	TMEM54	ENST00000373463.3	TMEM54	1	33360405	33366839	669	6	1.037590131e-05	3.08744550815e-06	6.94768989201e-06	1.53548990466e-07	1.87216919366e-07	2.77703669336e-07	6.18469579168e-07
HGNC:28905	YRDC	ENST00000373044.2	YRDC	1	38269596	38273852	840	5	8.65248416813e-06	2.62273116569e-06	5.69335677369e-06	1.75000728705e-07	1.61395500056e-07	2.65473175917e-07	6.01869404678e-07
HGNC:6399	KPNA6	ENST00000373625.3	KPNA6	1	32573731	32636495	1611	14	2.30885555981e-05	6.02932244413e-06	1.52272616712e-05	1.13508971955e-06	6.96881763132e-07	6.33632132734e-07	2.46560361541e-06
NA	NA	ENST00000594612.1	FKSG48	1	33439267	33439642	375	1	5.26308123604e-07	1.51232558284e-07	3.65681772532e-07	9.39379278835e-09	0.0	4.63909196015e-08	5.57847123899e-08
NA	NA	ENST00000596102.1	AL353354.2	1	28527228	28527375	147	1	1.77892638504e-07	4.97041864442e-08	1.16007816116e-07	1.21806359444e-08	0.0	3.95761162774e-08	5.17567522218e-08
HGNC:25768	S100PBP	ENST00000373475.5	S100PBP	1	33291700	33321639	1227	5	1.67926228166e-05	4.79485873586e-06	1.10005534796e-05	8.21621458249e-07	1.75589142908e-07	2.31016887922e-07	1.22822748908e-06
HGNC:28530	FAM76A	ENST00000010299.6	FAM76A	1	28052591	28087092	1026	10	1.09928330735e-05	2.83233035835e-06	7.34695594533e-06	4.73352894818e-07	3.40193874971e-07	3.8939584566e-07	1.20294261545e-06
HGNC:23231	SERINC2	ENST00000373710.1	SERINC2	1	31882684	31907046	1395	11	2.62291046102e-05	8.71636385725e-06	1.65634538944e-05	5.60852418214e-07	3.88434440319e-07	4.86769240605e-07	1.43605609914e-06
HGNC:871	ATPIF1	ENST00000335514.5	ATPIF1	1	28562694	28564489	321	3	7.84511079722e-06	2.34917406607e-06	4.96020687344e-06	4.42860962263e-07	9.2868895459e-08	1.18878327398e-07	6.5460818512e-07
HGNC:29971	OSCP1	ENST00000235532.5	OSCP1	1	36883739	36915970	1140	10	1.78109855334e-05	4.93139285524e-06	1.17000118116e-05	7.82263650964e-07	3.97317215574e-07	5.11826430669e-07	1.69140729721e-06
HGNC:16839	THEMIS2	ENST00000373921.3	THEMIS2	1	28199082	28212433	1932	6	2.97392020198e-05	8.53887059372e-06	2.0350147329e-05	6.44978960242e-07	2.05205136921e-07	2.34791243051e-07	1.08497534021e-06
HGNC:10660	SDC3	ENST00000339394.6	SDC3	1	31346057	31381433	1329	5	2.08893864771e-05	6.79793445865e-06	1.36960946727e-05	2.43412466046e-07	1.51944879691e-07	2.17496792208e-07	6.12854137946e-07
HGNC:28133	FAM167B	ENST00000373582.3	FAM167B	1	32713022	32714202	492	2	7.30592557842e-06	2.0204797379e-06	4.93613924214e-06	3.10978981055e-07	3.8327617322e-08	9.07677539241e-08	4.40074352301e-07
HGNC:4852	HDAC1	ENST00000373548.3	HDAC1	1	32757770	32798645	1449	14	2.4229268535e-05	7.19277154422e-06	1.55774447797e-05	9.26387041452e-07	5.32665169709e-07	6.36857631905e-07	2.09590984307e-06
HGNC:25508	XKR8	ENST00000373884.5	XKR8	1	28286580	28293711	1188	3	1.79413036011e-05	5.726555035e-06	1.14874048384e-05	6.61103355012e-07	6.62403727528e-08	1.17741508794e-07	8.45085236558e-07
HGNC:3377	EPB41	ENST00000343067.4	EPB41	1	29313949	29442309	2595	19	3.4672876434e-05	9.10468080358e-06	2.32452289169e-05	1.56355588884e-06	7.59410824652e-07	7.74253535651e-07	3.09722024914e-06
HGNC:19715	CLSPN	ENST00000318121.3	CLSPN	1	36202096	36235471	4020	25	4.77844478929e-05	1.24394224943e-05	3.19038793292e-05	2.38995208949e-06	1.05119398004e-06	1.25606045266e-06	4.69720652219e-06
HGNC:32576	DCDC2B	ENST00000409358.1	DCDC2B	1	32674694	32681498	1050	9	1.30830783947e-05	3.54200108283e-06	8.59778185125e-06	6.1814402322e-07	3.25151437353e-07	4.08015460928e-07	1.3513109215e-06
HGNC:30774	TFAP2E	ENST00000373235.3	TFAP2E	1	36039178	36060277	1329	7	2.04397098293e-05	6.72128772777e-06	1.30439447135e-05	4.65661037897e-07	2.08816350179e-07	3.50080768499e-07	1.02455815658e-06
HGNC:30857	SNRNP40	ENST00000263694.4	SNRNP40	1	31732918	31769598	1074	10	1.55477229877e-05	4.44761367912e-06	1.02075611237e-05	4.82351608036e-07	4.10196576833e-07	4.40485268201e-07	1.33303345307e-06
HGNC:25545	IQCC	ENST00000537469.1	IQCC	1	32671282	32673683	1641	5	2.35116989576e-05	6.55205657907e-06	1.54863332885e-05	1.24581773653e-06	2.27491353508e-07	2.2663292822e-07	1.69994201826e-06
HGNC:10025	RLF	ENST00000372771.4	RLF	1	40627071	40706119	5745	8	6.9068681005e-05	1.84405731271e-05	4.70639958045e-05	3.2620403773e-06	3.02071696143e-07	4.51373312787e-07	4.01548538623e-06
HGNC:12877	ZMPSTE24	ENST00000372759.3	ZMPSTE24	1	40723943	40758341	1428	10	1.76764181935e-05	4.63854605918e-06	1.18527028576e-05	7.84979186741e-07	4.00190089995e-07	5.65195461368e-07	1.7503647381e-06
HGNC:25793	PHACTR4	ENST00000373836.3	PHACTR4	1	28764895	28823061	2139	13	2.90261753932e-05	7.47624248679e-06	1.96904825922e-05	1.22226747996e-06	6.37182834267e-07	5.19445073489e-07	2.37889538772e-06
HGNC:15473	TSSK3	ENST00000373534.3	TSSK3	1	32828302	32829857	807	2	1.23902054876e-05	3.6399957342e-06	8.42690461154e-06	2.77391192864e-07	4.59139489674e-08	9.10879698424e-08	4.14393111674e-07
HGNC:2216	COL8A2	ENST00000397799.1	COL8A2	1	36563169	36565843	2112	2	2.89072775019e-05	9.74939146347e-06	1.85148300404e-05	6.05242524913e-07	3.78134730647e-08	1.01454768577e-07	7.44510766555e-07
HGNC:30813	TRNAU1AP	ENST00000373830.3	TRNAU1AP	1	28879622	28904148	864	9	1.33526697571e-05	3.62411667488e-06	8.67202694718e-06	5.34733219312e-07	5.21792915723e-07	3.60727573559e-07	1.41725370859e-06
HGNC:10786	SRSF4	ENST00000373795.4	SRSF4	1	29474921	29508264	1485	6	2.82159772879e-05	5.75679343155e-06	2.07730624136e-05	1.46339588445e-06	2.22725558374e-07	2.45434946101e-07	1.93155638893e-06
HGNC:4286	GJB4	ENST00000339480.1	GJB4	1	35226855	35227656	801	1	1.70383571124e-05	5.45650897098e-06	1.12803196219e-05	3.01528519496e-07	0.0	4.88714369982e-08	3.50399956494e-07
HGNC:28837	TMEM234	ENST00000309777.6	TMEM234	1	32682453	32687923	423	5	6.91978608309e-06	2.2030982625e-06	4.14357854755e-06	2.73790074067e-07	2.99319198972e-07	2.26723951952e-07	7.9983322499e-07
HGNC:31675	YTHDF2	ENST00000373812.3	YTHDF2	1	29063632	29095464	1740	5	2.4031335143e-05	6.50920470018e-06	1.64588521037e-05	7.74841829326e-07	2.88436509795e-07	2.0165652914e-07	1.26493486826e-06
HGNC:28897	SYNC	ENST00000409190.3	SYNC	1	33147450	33168261	1449	5	1.48116396074e-05	3.89170895919e-06	1.01186764023e-05	6.58375671379e-07	1.42878574503e-07	2.29983004436e-07	1.03123725032e-06
HGNC:4484	GPR3	ENST00000374024.3	GPR3	1	27720302	27721295	993	1	1.64379503433e-05	5.02706881772e-06	1.10129466946e-05	3.97934830978e-07	0.0	3.84578389803e-08	4.36392669958e-07
HGNC:21292	RIMS3	ENST00000372684.3	RIMS3	1	41092188	41107597	927	6	1.71284466852e-05	4.86348853731e-06	1.15683034028e-05	3.45824805661e-07	3.50829939464e-07	3.42095415684e-07	1.03875016081e-06
HGNC:21679	RSPO1	ENST00000356545.2	RSPO1	1	38078426	38095333	792	5	1.43641620653e-05	4.12173498133e-06	9.69690216832e-06	3.64613425978e-07	1.80911489682e-07	2.64164491267e-07	8.09689406928e-07
HGNC:11545	TAF12	ENST00000263974.4	TAF12	1	28930050	28948593	486	5	6.42768905045e-06	1.55395200056e-06	4.4389136398e-06	2.59816376943e-07	1.75007033154e-07	2.00735916178e-07	6.35559326275e-07
HGNC:19154	GJD2	ENST00000357771.3	GJA9	1	39340222	39341770	1548	1	1.86072112094e-05	4.96467419314e-06	1.27980502691e-05	8.44486747177e-07	0.0	5.4578960177e-08	8.99065707354e-07
HGNC:4278	GJA4	ENST00000342280.4	GJA4	1	35259814	35260816	1002	1	1.92800455229e-05	5.68613293068e-06	1.30033634604e-05	5.90549131827e-07	0.0	4.89174399696e-08	6.39466571797e-07
HGNC:9683	PTPRU	ENST00000345512.3	PTPRU	1	29563156	29652173	4341	31	8.74383897016e-05	2.6220154519e-05	5.75501196783e-05	2.16480508652e-06	1.50331041778e-06	1.2738087181e-06	4.94192422239e-06
HGNC:25944	MED18	ENST00000373842.4	MED18	1	28657173	28661481	627	2	9.35890293484e-06	2.13235482612e-06	6.85432669528e-06	3.2963298622e-07	4.25884272214e-08	7.95184486699e-08	4.51739862111e-07
HGNC:25558	EVA1B	ENST00000270824.1	EVA1B	1	36787895	36788638	498	2	1.12477119511e-05	3.8856446559e-06	7.14074789358e-06	1.81553042143e-07	3.97663594853e-08	1.02073551548e-07	3.23392953176e-07
HGNC:20746	SESN2	ENST00000253063.3	SESN2	1	28586358	28607313	1443	10	2.4756507096e-05	7.01689195644e-06	1.65358030886e-05	8.2226496735e-07	3.81547083601e-07	3.96760574553e-07	1.6005726255e-06
HGNC:6077	INPP5B	ENST00000373024.3	INPP5B	1	38327986	38411980	2742	23	4.07097836597e-05	1.17806336975e-05	2.62767081602e-05	1.54107508072e-06	1.11136672122e-06	1.22399702531e-06	3.87643882725e-06
HGNC:25897	MFSD2A	ENST00000372809.5	MFSD2A	1	40420964	40435240	1632	14	2.60596920491e-05	7.77213075687e-06	1.69378406192e-05	6.44294579361e-07	7.05426093628e-07	7.85256494716e-07	2.13497716771e-06
HGNC:28702	RAB42	ENST00000373826.3	RAB42	1	28920311	28920629	318	1	3.8094794829e-06	1.18088385063e-06	2.53089468444e-06	9.77009478232e-08	0.0	4.01216787777e-08	1.37822626601e-07
HGNC:14353	DNALI1	ENST00000296218.7	DNALI1	1	38022529	38030662	843	6	1.42302629419e-05	4.17616437983e-06	9.31272238906e-06	5.23112024419e-07	2.18264148622e-07	3.16522870258e-07	1.0578990433e-06
HGNC:11430	STX12	ENST00000373943.4	STX12	1	28099818	28148840	831	9	1.05220252344e-05	2.75733978105e-06	7.03981378736e-06	4.20353587693e-07	3.04518078325e-07	3.51236908073e-07	1.07610857409e-06
HGNC:9887	RBBP4	ENST00000373493.5	RBBP4	1	33116907	33145306	1278	12	1.71349196708e-05	4.61448191441e-06	1.13499919852e-05	6.98211786806e-07	4.7223398444e-07	5.51579652837e-07	1.72202542408e-06
HGNC:9539	PSMB2	ENST00000373237.3	PSMB2	1	36068867	36107033	606	6	1.067512264e-05	2.95338394535e-06	6.99093156775e-06	5.03657236262e-07	2.27149890653e-07	3.00380089098e-07	1.03118721601e-06
HGNC:21416	SMPDL3B	ENST00000373894.3	SMPDL3B	1	28261694	28285349	1368	8	2.47451339817e-05	7.85614058297e-06	1.58914854616e-05	6.79407262998e-07	3.18100674225e-07	3.1383655338e-07	1.3113444906e-06
HGNC:1075	BMP8B	ENST00000372827.3	BMP8B	1	40226090	40254157	1209	7	2.0680470336e-05	6.8298579668e-06	1.32176969986e-05	4.42990505589e-07	1.89924864984e-07	3.90734007727e-07	1.0236493783e-06
HGNC:9296	PPP1R8	ENST00000311772.5	PPP1R8	1	28157346	28176957	1056	7	1.49213489329e-05	4.3713698935e-06	9.96265050851e-06	3.33615302219e-07	2.53713228644e-07	2.73534885896e-07	8.60863416759e-07
HGNC:25154	SMIM12	ENST00000521580.2	SMIM12	1	35321299	35321578	279	1	2.46537176149e-06	6.54663493512e-07	1.75839926221e-06	5.23090057664e-08	0.0	4.90017352817e-08	1.01310741048e-07
HGNC:12733	WASF2	ENST00000430629.2	WASF2	1	27734682	27755400	1497	8	2.33276299331e-05	6.59201792586e-06	1.56623708399e-05	7.53437096879e-07	3.19804070434e-07	3.07899061126e-07	1.38114022844e-06
HGNC:9214	POU3F1	ENST00000373012.2	POU3F1	1	38511059	38512415	1356	1	3.35779235653e-05	1.39665778175e-05	1.91709724941e-05	4.40373253681e-07	0.0	5.34283933998e-08	4.93801647081e-07
HGNC:24954	HMGB4	ENST00000522796.1	HMGB4	1	34329792	34330353	561	1	8.13470060129e-06	2.15884589951e-06	5.50426011777e-06	4.71594584001e-07	0.0	4.76266057488e-08	5.1922118975e-07
HGNC:19942	TRAPPC3	ENST00000373166.3	TRAPPC3	1	36602803	36614979	543	5	7.57118159185e-06	2.02153565684e-06	5.25726358253e-06	1.2750955912e-07	1.64872793373e-07	2.53921790958e-07	5.46304143451e-07
HGNC:30005	A3GALT2	ENST00000442999.3	A3GALT2	1	33772366	33786699	1023	5	2.11660661575e-05	7.19498262216e-06	1.34186375207e-05	3.98186838359e-07	1.54259176307e-07	2.34307484905e-07	7.86753499572e-07
HGNC:20286	TRIT1	ENST00000316891.5	TRIT1	1	40307415	40349163	1404	11	2.05762507318e-05	5.43250360667e-06	1.38075466912e-05	8.91045126618e-07	4.45155307357e-07	6.15261066694e-07	1.95146150067e-06
HGNC:20040	CAP1	ENST00000372797.3	CAP1	1	40525018	40537205	1428	12	1.96632922677e-05	5.54786661234e-06	1.27953921236e-05	8.39564285175e-07	4.80469246633e-07	6.74764328652e-07	1.99479786046e-06
HGNC:18116	KHDRBS1	ENST00000327300.7	KHDRBS1	1	32479596	32508225	1332	9	2.01240745718e-05	5.86075724144e-06	1.33849699552e-05	5.36915865594e-07	3.41431509594e-07	4.05780719539e-07	1.28412809473e-06
HGNC:26886	RNF19B	ENST00000373456.7	RNF19B	1	33402406	33430286	2199	9	2.37803734316e-05	6.78871171438e-06	1.58510997985e-05	8.06053564607e-07	3.34508354148e-07	4.17172911465e-07	1.55773483022e-06
HGNC:3557	FABP3	ENST00000373713.2	FABP3	1	31838732	31845861	402	4	5.80508708949e-06	1.77278345749e-06	3.795314569e-06	9.91870895376e-08	1.37801973456e-07	1.76697180016e-07	4.13686243008e-07
HGNC:6858	MAP3K6	ENST00000493901.1	MAP3K6	1	27681881	27693088	3867	29	6.50415833404e-05	1.88063373367e-05	4.34774205248e-05	1.59497686782e-06	1.16284861108e-06	1.11389519224e-06	3.87172067114e-06
HGNC:19168	TINAGL1	ENST00000271064.7	TINAGL1	1	32042749	32052580	1404	11	2.61586660141e-05	7.05366800785e-06	1.76670035801e-05	9.10453669622e-07	5.27540756577e-07	4.89087365848e-07	1.92708179205e-06
