ensgID	enstID	hgncID	hgncSymbol	geneName	syn	mis	non	splice	frameshift	lof	prot	all
ENSG00000173237	ENST00000308963	34442	C11orf86	C11orf86	1.55990030786e-07	3.60434150696e-07	4.84281623138e-08	4.09008589307e-09	1.85186696819e-07	2.3770494502587e-07	5.9813909572187e-07	7.5412912650787e-07
ENSG00000174123	ENST00000308973	15634	TLR10	TLR10	7.65104668636e-06	1.88661533046e-05	1.45974092681e-06	0	5.37957457162e-08	1.5135366725262e-06	2.03796899771262e-05	2.80307366634862e-05
ENSG00000174125	ENST00000308979	11847	TLR1	TLR1	8.02118814113e-06	1.88137000837e-05	8.55737639919e-07	0	5.3827988028e-08	9.09565627947e-07	1.9723265711647e-05	2.7744453852777e-05
ENSG00000177646	ENST00000308982	21497	ACAD9	ACAD9	9.1953028665e-06	2.10902733133e-05	8.62083606694e-07	7.39349502939e-07	3.2118366713e-06	4.813269780933e-06	2.5903543094233e-05	3.5098845960733e-05
ENSG00000173207	ENST00000308987	19083	CKS1B	CKS1B	1.10743468154e-06	2.40653966413e-06	1.71973036372e-07	8.12581280984e-08	6.448866376e-07	8.981178020704e-07	3.3046574662004e-06	4.4120921477404e-06
ENSG00000143851	ENST00000309017	9659	PTPN7	PTPN7	5.39258457361e-06	1.33286183419e-05	9.70007523502e-07	3.70990397503e-07	2.80407706792e-06	4.145074988925e-06	1.7473693330825e-05	2.2866277904435e-05
ENSG00000173960	ENST00000309033	27265	UBXN2A	UBXN2A	3.03100151052e-06	6.27355739379e-06	3.20328826861e-07	2.28673852224e-07	2.01452775931e-07	7.50455455016e-07	7.024012848806e-06	1.0055014359326e-05
ENSG00000175029	ENST00000309035	2495	CTBP2	CTBP2	1.99176494095e-05	4.00850974637e-05	1.56156858449e-06	3.3718596774e-07	1.58179490325e-06	3.48054945548e-06	4.356564691918e-05	6.348329632868e-05
ENSG00000084093	ENST00000309042	9966	REST	REST	1.04059190233e-05	2.8335580209e-05	1.53092059e-06	9.17254806941e-08	2.40505720781e-07	1.8631517914751e-06	3.01987320004751e-05	4.06046510237751e-05
ENSG00000174456	ENST00000309050	33790	C12orf76	C12orf76	9.36939658551e-07	1.9511058293e-06	8.16032188753e-08	9.1259551603e-08	6.13154699398e-07	7.860174698763e-07	2.7371232991763e-06	3.6740629577273e-06
ENSG00000172954	ENST00000309052	26756	LCLAT1	LCLAT1	4.06628871168e-06	1.11088788614e-05	7.71959879602e-07	2.22069628895e-07	2.56133715373e-07	1.25016322387e-06	1.235904208527e-05	1.642533079695e-05
ENSG00000174306	ENST00000309060	15935	ZHX3	ZHX3	1.18259435415e-05	2.74654776471e-05	1.42365971313e-06	3.99832833306e-08	1.10495082175e-07	1.5741380786356e-06	2.90396157257356e-05	4.08655592672356e-05
ENSG00000141994	ENST00000309061	26920	DUS3L	DUS3L	1.26706499444e-05	2.6540163874e-05	9.89650742801e-07	4.63377452919e-07	1.04380843341e-07	1.557409039061e-06	2.8097572913061e-05	4.0768222857461e-05
ENSG00000159335	ENST00000309083	9629	PTMS	PTMS	1.29164169748e-06	2.4817239981e-06	1.66786537157e-07	1.30607050121e-07	4.77133954319e-08	3.451069827099e-07	2.8268309808099e-06	4.1184726782899e-06
ENSG00000172935	ENST00000309099	24828	MRGPRF	MRGPRF	5.67583480816e-06	1.06697002032e-05	2.94737860152e-07	3.89164626484e-08	1.90825067099e-07	5.244793898994e-07	1.11941795930994e-05	1.68700144012594e-05
ENSG00000173327	ENST00000309100	6850	MAP3K11	MAP3K11	1.55344626288e-05	3.4031783138e-05	1.76248100394e-06	3.70160028808e-07	9.06931996996e-07	3.039573029744e-06	3.7071356167744e-05	5.2605818796544e-05
ENSG00000172938	ENST00000309106	29626	MRGPRD	MRGPRD	5.16266246688e-06	1.10651615437e-05	3.91279466694e-07	0	9.53749459589e-08	4.866544126529e-07	1.15518159563529e-05	1.67144784232329e-05
ENSG00000157538	ENST00000309117	3044	DSCR3	DSCR3	5.42221146159e-06	1.04447056018e-05	2.94665238831e-07	3.13834668044e-07	4.28499987544e-07	1.036999894419e-06	1.1481705496219e-05	1.6903916957809e-05
ENSG00000172775	ENST00000309137	29856	FAM192A	FAM192A	2.89939343933e-06	6.58120773132e-06	7.24169420075e-07	2.26327139268e-07	4.76134041723e-07	1.426630601066e-06	8.007838332386e-06	1.0907231771716e-05
ENSG00000196099	ENST00000309154	14711	OR6M1	OR6M1	3.43906340885e-06	8.47823668881e-06	3.26525585612e-07	0	1.71577566765e-07	4.98103152377e-07	8.976339841187e-06	1.2415403250037e-05
ENSG00000175352	ENST00000309166	1167	NRIP3	NRIP3	2.47811667182e-06	6.35192696352e-06	3.81902129758e-07	2.56716004319e-07	8.74946813547e-08	7.261128154317e-07	7.0780397789517e-06	9.5561564507717e-06
ENSG00000174944	ENST00000309170	16442	P2RY14	P2RY14	3.80988562179e-06	9.05913246689e-06	3.82387526839e-07	0	2.09388578441e-07	5.9177610528e-07	9.65090857217e-06	1.346079419396e-05
ENSG00000174946	ENST00000309180	30057	GPR171	GPR171	3.41301534639e-06	8.2174239183e-06	5.96400012152e-07	0	2.09367864618e-07	8.0576787677e-07	9.02319179507e-06	1.243620714146e-05
ENSG00000173566	ENST00000309188	26194	NUDT18	NUDT18	3.86721738916e-06	8.80138993532e-06	4.52928228314e-07	8.0632420365e-08	1.5236956295e-07	6.85930211629e-07	9.487320146949e-06	1.3354537536109e-05
ENSG00000162576	ENST00000309212	7542	MXRA8	MXRA8	9.43849284377e-06	1.66439731325e-05	5.0040924691e-07	4.1629614611e-07	1.79040637413e-08	9.346094567613e-07	1.75785825892613e-05	2.70170754330313e-05
ENSG00000173258	ENST00000309235	23384	ZNF483	ZNF483	7.08022929974e-06	1.84557897956e-05	1.22325658003e-06	1.7840431064e-07	7.92818147125e-07	2.194479037795e-06	2.0650268833395e-05	2.7730498133135e-05
ENSG00000155846	ENST00000309241	30022	PPARGC1B	PPARGC1B	1.57814526093e-05	3.40022278419e-05	1.76341103211e-06	4.90776297498e-07	2.48393909799e-06	4.738126427598e-06	3.8740354269498e-05	5.4521806878798e-05
ENSG00000155367	ENST00000309276	20785	PPM1J	PPM1J	7.06637969852e-06	1.61724006859e-05	9.53026943504e-07	3.67811248864e-07	1.57118584809e-06	2.892024040458e-06	1.9064424726358e-05	2.6130804424878e-05
ENSG00000173578	ENST00000309285	1625	XCR1	XCR1	4.93187384306e-06	1.10852902529e-05	3.69257703267e-07	0	6.39039525369e-08	4.331616558039e-07	1.15184519087039e-05	1.64503257517639e-05
ENSG00000173442	ENST00000309295	30682	EHBP1L1	EHBP1L1	1.6718789755e-05	3.73932528837e-05	2.1419832339e-06	7.51968009837e-07	1.7226077859e-06	4.616559029637e-06	4.2009811913337e-05	5.8728601668337e-05
ENSG00000167658	ENST00000309311	3214	EEF2	EEF2	1.72355443456e-05	3.2856897365e-05	9.38255918098e-07	6.99747269689e-07	8.28400352294e-08	1.7208432230164e-06	3.45777405880164e-05	5.18132849336164e-05
ENSG00000122515	ENST00000309315	22229	ZMIZ2	ZMIZ2	1.62253214e-05	3.16221225245e-05	1.10238374237e-06	9.96797974273e-07	1.11875495807e-06	3.217936674713e-06	3.4840059199213e-05	5.1065380599213e-05
ENSG00000173457	ENST00000309318	9057	PPP1R14B	PPP1R14B	2.71198220319e-06	5.16642324083e-06	9.56518697407e-08	1.15396238879e-07	3.55221227367e-07	5.662693359867e-07	5.7326925768167e-06	8.4446747800067e-06
ENSG00000174917	ENST00000309324	33702	C19orf70	C19orf70	1.59395121901e-06	3.18418824255e-06	1.59000403164e-07	1.1541989545e-07	3.15172197492e-08	3.059375183632e-07	3.4901257609132e-06	5.0840769799232e-06
ENSG00000173465	ENST00000309328	11328	SSSCA1	SSSCA1	3.79867168528e-06	8.1405869765e-06	3.87498222782e-07	1.31593695372e-07	3.62577015091e-07	8.81668933245e-07	9.022255909745e-06	1.2820927595025e-05
ENSG00000204316	ENST00000309352	14033	MRPL38	MRPL38	4.95726712304e-06	1.23187942649e-05	7.12745723054e-07	2.66679631761e-07	9.2266568605e-07	1.902091040865e-06	1.4220885305765e-05	1.9178152428805e-05
ENSG00000166452	ENST00000309377	1170	AKIP1	AKIP1	2.52041371928e-06	5.96487737517e-06	2.41839510884e-07	1.66078330872e-07	6.19898585174e-08	4.699077002734e-07	6.4347850754434e-06	8.9551987947234e-06
ENSG00000160469	ENST00000309383	18994	BRSK1	BRSK1	1.3187369957e-05	2.86547654711e-05	1.12556342082e-06	7.501592585e-07	1.47110805277e-06	3.34683073209e-06	3.200159620319e-05	4.518896616019e-05
ENSG00000183542	ENST00000309384	6377	KLRC4	KLRC4	1.28956350346e-06	3.59445513667e-06	2.94310159273e-07	1.28104667885e-07	5.86068310775e-08	4.810216582355e-07	4.0754767949055e-06	5.3650402983655e-06
ENSG00000172769	ENST00000309403	8324	OR5B3	OR5B3	2.9391894753e-06	7.72806255468e-06	2.38965618733e-07	0	8.07006459583e-08	3.196662646913e-07	8.0477288193713e-06	1.09869182946713e-05
ENSG00000172985	ENST00000309415	24699	SH3RF3	SH3RF3	1.07544416027e-05	2.00899497758e-05	5.67186861704e-07	2.81785656046e-07	1.52643008996e-06	2.37540260771e-06	2.246535238351e-05	3.321979398621e-05
ENSG00000173511	ENST00000309422	12681	VEGFB	VEGFB	3.12752887194e-06	6.79375073667e-06	1.6131339777e-07	2.05153157321e-07	5.32755494985e-07	8.99222050076e-07	7.692972786746e-06	1.0820501658686e-05
ENSG00000117877	ENST00000309424	24219	CD3EAP	CD3EAP	6.63031702322e-06	1.48741126796e-05	5.70511244696e-07	6.78037092965e-08	1.91077736616e-07	8.293926906085e-07	1.57035053702085e-05	2.23338223934285e-05
ENSG00000141699	ENST00000309428	27258	FAM134C	FAM134C	6.61152043786e-06	1.53118743856e-05	8.24755171005e-07	4.88324924212e-07	5.08674745735e-07	1.821754840952e-06	1.7133629226552e-05	2.3745149664412e-05
ENSG00000172774	ENST00000309433	8227	OR1S1	OR1S1	3.52429549279e-06	7.962501148e-06	2.40083379421e-07	0	8.04402658107e-08	3.205236452317e-07	8.2830247932317e-06	1.18073202860217e-05
ENSG00000118263	ENST00000309446	6350	KLF7	KLF7	5.53982126755e-06	1.1155468471e-05	4.39035469733e-07	1.36695122761e-07	1.15412342422e-06	1.729854016714e-06	1.2885322487714e-05	1.8425143755264e-05
ENSG00000174145	ENST00000309447	29229	KIAA1239	KIAA1239	1.8564290642e-06	4.32306486929e-06	2.28157645215e-07	2.39836998628e-08	3.63044018778e-07	6.151853638558e-07	4.9382502331458e-06	6.7946792973458e-06
ENSG00000173272	ENST00000309451	33187	MZT2A	MZT2A	2.8956185075e-06	4.90060646812e-06	1.1077501823e-07	4.7884025137e-08	5.50400493742e-07	7.09059537109e-07	5.609666005229e-06	8.505284512729e-06
ENSG00000130734	ENST00000309469	20789	ATG4D	ATG4D	6.88796348794e-06	1.69218382607e-05	6.30876044391e-07	3.82492252003e-07	1.4787814691e-07	1.161246443304e-06	1.8083084704004e-05	2.4971048191944e-05
ENSG00000175105	ENST00000309495	25612	ZNF654	ZNF654	5.35127770547e-06	1.39380229932e-05	7.06266602683e-07	3.29010023182e-08	2.44693911204e-07	9.838615162052e-07	1.49218845094052e-05	2.02731622148752e-05
ENSG00000117411	ENST00000309519	925	B4GALT2	B4GALT2	7.79658620444e-06	1.71813308757e-05	6.02786008298e-07	2.56524029081e-07	4.31658908651e-07	1.29096894603e-06	1.847229982173e-05	2.626888602617e-05
ENSG00000147606	ENST00000309536	14467	SLC26A7	SLC26A7	6.82597657908e-06	1.64861456101e-05	9.01401007474e-07	7.47624956188e-07	2.30634843372e-06	3.955374397382e-06	2.0441520007482e-05	2.7267496586562e-05
ENSG00000173391	ENST00000309539	8133	OLR1	OLR1	2.80712283913e-06	6.51775191741e-06	6.52531917035e-07	2.15435574102e-07	8.58812922224e-08	9.538487833594e-07	7.4716007007694e-06	1.02787235398994e-05
ENSG00000203896	ENST00000309546	26016	LIME1	LIME1	4.35442977356e-06	8.03700023689e-06	1.7712690514e-07	1.10905578696e-07	4.32627387732e-07	7.20659871568e-07	8.757660108458e-06	1.3112089882018e-05
ENSG00000173705	ENST00000309558	29061	SUSD5	SUSD5	7.94616109605e-06	1.7035209637e-05	5.95740320167e-07	1.62358798475e-07	2.30538418176e-07	9.88637536818e-07	1.8023847173818e-05	2.5970008269868e-05
ENSG00000175619	ENST00000309562	8290	OR4B1	OR4B1	3.37497771105e-06	8.07225074704e-06	2.89028720964e-07	0	6.69225188002e-08	3.559512397642e-07	8.4282019868042e-06	1.18031796978542e-05
ENSG00000175040	ENST00000309575	1970	CHST2	CHST2	1.2227256528e-05	2.46628087536e-05	7.92580271559e-07	0	1.98164112849e-07	9.90744384408e-07	2.5653553138008e-05	3.7880809666008e-05
ENSG00000173141	ENST00000309594	14514	MRP63	MRP63	2.74256589221e-06	6.24922092609e-06	1.24613500113e-07	0	3.01757350915e-08	1.547892352045e-07	6.4040101612945e-06	9.1465760535045e-06
ENSG00000173621	ENST00000309602	28456	LRFN4	LRFN4	1.28964765155e-05	2.54045305602e-05	6.74626684717e-07	3.77188650112e-08	1.84864008726e-07	8.972095584542e-07	2.63017401186542e-05	3.91982166341542e-05
ENSG00000173679	ENST00000309623	8213	OR1L1	OR1L1	3.08260217427e-06	8.0638998033e-06	2.97054120996e-07	0	1.74002392265e-07	4.71056513261e-07	8.534956316561e-06	1.1617558490831e-05
ENSG00000173653	ENST00000309657	13721	RCE1	RCE1	5.36342068771e-06	1.10059613789e-05	3.73156836887e-07	3.03446275131e-07	7.39290504672e-07	1.41589361669e-06	1.242185499559e-05	1.77852756833e-05
ENSG00000175354	ENST00000309660	9650	PTPN2	PTPN2	3.6501984551e-06	1.05863083116e-05	1.14492175333e-06	3.32109818483e-07	1.60185811839e-07	1.637217383652e-06	1.2223525695252e-05	1.5873724150352e-05
ENSG00000140506	ENST00000309664	6632	LMAN1L	LMAN1L	6.73950106137e-06	1.49324191216e-05	4.47473739646e-07	6.34229554062e-07	1.45885174026e-06	2.540555033968e-06	1.7472974155568e-05	2.4212475216938e-05
ENSG00000175189	ENST00000309668	6068	INHBC	INHBC	3.80810119643e-06	9.92323994412e-06	6.06293043833e-07	4.65508647419e-08	1.60473218039e-07	8.133171266139e-07	1.07365570707339e-05	1.45446582671639e-05
ENSG00000175398	ENST00000309675	15378	OR10P1	OR10P1	4.24762535593e-06	1.0583599335e-05	3.82779632617e-07	0	7.77328369542e-08	4.605124695712e-07	1.10441118045712e-05	1.52917371605012e-05
ENSG00000172867	ENST00000309680	6439	KRT2	KRT2	8.55890174956e-06	1.939264755e-05	7.57489399255e-07	3.56129411934e-07	6.62270737359e-07	1.775889548548e-06	2.1168537098548e-05	2.9727438848108e-05
ENSG00000173041	ENST00000309683	26897	ZNF680	ZNF680	3.88237899748e-06	1.09388739402e-05	6.46140117556e-07	1.40738709528e-07	3.5517068514e-07	1.142049512224e-06	1.2080923452424e-05	1.5963302449904e-05
ENSG00000125355	ENST00000309720	26086	TMEM255A	TMEM255A	4.32359743506e-06	1.01058833776e-05	4.37111472903e-07	3.79486006925e-07	1.65672339851e-06	2.473320878338e-06	1.2579204255938e-05	1.6902801690998e-05
ENSG00000175318	ENST00000309731	27287	GRAMD2	GRAMD2	3.50653497749e-06	8.8090327284e-06	4.69436805764e-07	4.82993972256e-07	1.20630449616e-06	2.15873527418e-06	1.096776800258e-05	1.447430298007e-05
ENSG00000174749	ENST00000309733	26813	C4orf32	C4orf32	1.37654790286e-06	3.07072580452e-06	2.41836522225e-07	2.57801281906e-08	3.13773259063e-07	5.813899094786e-07	3.6521157139986e-06	5.0286636168586e-06
ENSG00000166405	ENST00000309737	30338	RIC3	RIC3	4.02409290193e-06	9.83671453412e-06	5.96554255541e-07	2.18652517821e-07	6.79115757484e-08	8.831183491104e-07	1.07198328832304e-05	1.47439257851604e-05
ENSG00000172602	ENST00000309739	18314	RND1	RND1	3.40124870611e-06	7.7803237494e-06	5.33237015607e-07	1.84302713788e-07	3.41666457398e-07	1.059206186793e-06	8.839529936193e-06	1.2240778642303e-05
ENSG00000146021	ENST00000309755	6354	KLHL3	KLHL3	8.80780265453e-06	1.98969256005e-05	7.01607801344e-07	6.23494475467e-07	2.85093202792e-06	4.176034304731e-06	2.4072959905231e-05	3.2880762559761e-05
ENSG00000173110	ENST00000309758	5239	HSPA6	HSPA6	1.10020419012e-05	2.33667705176e-05	4.44890449405e-07	0	2.24044431472e-07	6.68934880877e-07	2.4035705398477e-05	3.5037747299677e-05
ENSG00000173769	ENST00000309765	24746	TOPAZ1	TOPAZ1	1.47347444813e-06	3.76466310421e-06	2.72852542267e-07	7.63174546636e-08	1.22995185608e-06	1.5791218530106e-06	5.3437849572206e-06	6.8172594053506e-06
ENSG00000160055	ENST00000309777	28837	TMEM234	TMEM234	2.2030982625e-06	4.14357854755e-06	2.73790074067e-07	2.99319198972e-07	2.26723951952e-07	7.99833224991e-07	4.943411772541e-06	7.146510035041e-06
ENSG00000213186	ENST00000309784	30834	TRIM59	TRIM59	3.45522465184e-06	9.47971214843e-06	8.38569200309e-07	0	2.2218626519e-07	1.060755465499e-06	1.0540467613929e-05	1.3995692265769e-05
ENSG00000141562	ENST00000309794	29916	NARF	NARF	6.8445611895e-06	1.56850954966e-05	8.13069069358e-07	4.40729311661e-07	1.2274361761e-06	2.481234557119e-06	1.8166330053719e-05	2.5010891243219e-05
ENSG00000173876	ENST00000309812	20773	TUBB8	TUBB8	8.09719133473e-06	1.65582824329e-05	4.28701309002e-07	1.13092094653e-07	5.25439668529e-10	5.42318843323529e-07	1.71006012762235e-05	2.51977926109535e-05
ENSG00000147679	ENST00000309822	28224	UTP23	UTP23	2.44736340678e-06	6.61138954264e-06	3.34175580226e-07	8.55888319867e-08	4.90197613434e-07	9.099620256467e-07	7.5213515682867e-06	9.9687149750667e-06
ENSG00000243244	ENST00000309835	17003	STON1	STON1	6.8474543959e-06	1.73204483813e-05	1.22188360559e-06	8.40542171002e-08	2.03172118952e-07	1.5091099416422e-06	1.88295583229422e-05	2.56770127188422e-05
ENSG00000175393	ENST00000309838	15132	OR10A6	OR10A6	3.0891066563e-06	7.60984853566e-06	7.09260800139e-07	0	1.10293497321e-08	7.202901498711e-07	8.3301386855311e-06	1.14192453418311e-05
ENSG00000134184	ENST00000309851	4632	GSTM1	GSTM1	2.39909466467e-06	6.16742867489e-06	1.94822425151e-07	2.85682272101e-07	1.22340511024e-06	1.703909807492e-06	7.871338482382e-06	1.0270433147052e-05
ENSG00000103365	ENST00000309859	16064	GGA2	GGA2	7.93874455977e-06	1.67865780441e-05	7.95457772745e-07	6.92180393164e-07	5.54120673297e-07	2.041758839206e-06	1.8828336883306e-05	2.6767081443076e-05
ENSG00000135968	ENST00000309863	23218	GCC2	GCC2	1.45619922283e-05	3.73297610504e-05	3.2833030686e-06	8.93379443739e-07	3.4810310506e-06	7.657713562939e-06	4.4987474613339e-05	5.9549466841639e-05
ENSG00000173825	ENST00000309880	18334	TIGD3	TIGD3	8.75761601896e-06	1.8115842967e-05	9.54140246274e-07	0	9.03476924131e-08	1.0444879386871e-06	1.91603309056871e-05	2.79179469246471e-05
ENSG00000173991	ENST00000309889	11610	TCAP	TCAP	2.28201732034e-06	6.17714634571e-06	2.34111913578e-07	4.50660615081e-08	1.04941273569e-07	3.841192486551e-07	6.5612655943651e-06	8.8432829147051e-06
ENSG00000174990	ENST00000309893	1377	CA5A	CA5A	4.90462445853e-06	9.83096812524e-06	5.05520562864e-07	2.55215381603e-07	8.54007513707e-07	1.614743458174e-06	1.1445711583414e-05	1.6350336041944e-05
ENSG00000204414	ENST00000309894	2442	CSHL1	CSHL1	3.69814940893e-06	7.25835280884e-06	2.42017625786e-07	3.03223473416e-07	4.2998029685e-07	9.75221396052e-07	8.233574204892e-06	1.1931723613822e-05
ENSG00000174989	ENST00000309909	13597	FBXW8	FBXW8	9.54844259984e-06	1.84158346169e-05	9.48618425875e-07	4.31302151939e-07	1.79181315776e-06	3.171733735574e-06	2.1587568352474e-05	3.1136010952314e-05
ENSG00000174173	ENST00000309922	26022	TRMT10C	TRMT10C	3.29986997838e-06	9.45297760315e-06	7.33009472707e-07	0	1.40512770146e-07	8.73522242853e-07	1.0326499846003e-05	1.3626369824383e-05
ENSG00000173302	ENST00000309926	23623	GPR148	GPR148	4.17494326985e-06	1.01863847064e-05	4.60807324112e-07	0	1.82413390486e-07	6.43220714598e-07	1.0829605420998e-05	1.5004548690848e-05
ENSG00000175600	ENST00000309930	16001	SUGCT	SUGCT	5.35459627186e-06	1.16607189003e-05	5.93230068869e-07	5.17811638456e-07	8.4097434474e-07	1.952016052065e-06	1.3612734952365e-05	1.8967331224225e-05
ENSG00000123977	ENST00000309931	26383	DAW1	DAW1	4.95097826865e-06	1.07473544156e-05	5.57309180559e-07	5.23030116375e-07	4.12578133018e-06	5.206120627114e-06	1.5953475042714e-05	2.0904453311364e-05
ENSG00000121542	ENST00000309934	20260	SEC22A	SEC22A	2.97725066357e-06	7.6800818004e-06	5.89453445821e-07	2.2077373948e-07	1.02348124501e-06	1.833708430311e-06	9.513790230711e-06	1.2491040894281e-05
ENSG00000163331	ENST00000309950	21490	DAPL1	DAPL1	9.39630035768e-07	2.20934590282e-06	1.54050868908e-07	1.09390920532e-07	8.85999447774e-07	1.149441237214e-06	3.358787140034e-06	4.298417175802e-06
ENSG00000122729	ENST00000309951	117	ACO1	ACO1	1.07749701091e-05	2.62399797243e-05	1.60746593469e-06	1.11255268575e-06	8.99716987244e-07	3.619735607684e-06	2.9859715331984e-05	4.0634685441084e-05
ENSG00000003402	ENST00000309955	1876	CFLAR	CFLAR	4.82373422702e-06	1.20303454858e-05	1.22507640114e-06	4.84685959188e-07	2.52224409917e-06	4.232006459498e-06	1.6262351945298e-05	2.1086086172318e-05
ENSG00000213995	ENST00000309957	25576	CARKD	CARKD	7.15706132614e-06	1.41426135215e-05	5.31232167641e-07	3.91843940327e-07	1.54381788271e-06	2.466893990678e-06	1.6609507512178e-05	2.3766568838318e-05
ENSG00000129451	ENST00000309958	6358	KLK10	KLK10	4.69409518624e-06	8.8594181649e-06	3.84703578857e-07	1.45892049531e-07	3.57368392472e-07	8.8796402086e-07	9.74738218576e-06	1.4441477372e-05
ENSG00000134852	ENST00000309964	2082	CLOCK	CLOCK	7.59801724996e-06	2.03300491063e-05	1.67798261898e-06	8.17745801148e-07	1.56275121023e-06	4.058479630358e-06	2.4388528736658e-05	3.1986545986618e-05
ENSG00000119392	ENST00000309971	4315	GLE1	GLE1	7.53132837897e-06	2.06169267883e-05	1.3131566077e-06	6.64434675335e-07	2.91422404799e-06	4.891815331025e-06	2.5508742119325e-05	3.3040070498295e-05
ENSG00000166507	ENST00000309979	7681	NDST2	NDST2	1.01848142125e-05	3.04006373525e-05	1.51932049908e-06	5.49277909687e-07	1.36280604156e-06	3.431404450327e-06	3.3832041802827e-05	4.4016856015327e-05
ENSG00000164929	ENST00000309982	14333	BAALC	BAALC	1.70660855582e-06	3.5356506328e-06	2.78587996938e-07	7.44024267023e-08	4.33697209307e-07	7.866876329473e-07	4.3223382657473e-06	6.0289468215673e-06
ENSG00000137364	ENST00000309983	12014	TPMT	TPMT	2.43449851569e-06	6.25185358876e-06	4.43154631669e-07	3.14789606266e-07	2.01322956267e-07	9.59267194202e-07	7.211120782962e-06	9.645619298652e-06
ENSG00000172005	ENST00000309988	6817	MAL	MAL	2.73815947406e-06	4.68004584285e-06	1.67827607259e-07	1.2679468545e-07	5.31115336452e-07	8.25737629161e-07	5.505783472011e-06	8.243942946071e-06
ENSG00000174579	ENST00000309993	25544	MSL2	MSL2	6.65778107353e-06	1.65108642196e-05	8.74885996417e-07	4.56787726202e-08	3.77048920053e-07	1.2976136890902e-06	1.78084779086902e-05	2.44662589822202e-05
ENSG00000172845	ENST00000310015	11208	SP3	SP3	9.26859042954e-06	2.01669600414e-05	1.24849034436e-06	2.07290089368e-07	1.69756686058e-06	3.153347294308e-06	2.3320307335708e-05	3.2588897765248e-05
ENSG00000105929	ENST00000310018	866	ATP6V0A4	ATP6V0A4	1.17008860682e-05	2.52231498559e-05	1.53235428277e-06	1.22455035914e-06	3.84086963894e-06	6.59777428085e-06	3.182092413675e-05	4.352181020495e-05
ENSG00000048140	ENST00000310032	13594	TSPAN17	TSPAN17	5.2730984536e-06	1.01422434939e-05	6.26443953951e-07	4.65551623932e-07	2.19850061168e-06	3.290496189563e-06	1.3432739683463e-05	1.8705838137063e-05
ENSG00000171451	ENST00000310045	18144	DSEL	DSEL	1.11340454362e-05	2.95994338562e-05	2.26329661239e-06	0	9.04270184054e-08	2.3537236307954e-06	3.19531574869954e-05	4.30872029231954e-05
ENSG00000071794	ENST00000310053	11099	HLTF	HLTF	8.84192772231e-06	2.42069106535e-05	1.54770414091e-06	1.0060070531e-06	5.15990802207e-06	7.71361921608e-06	3.192052986958e-05	4.076245759189e-05
ENSG00000167600	ENST00000310054	15654	CYP2S1	CYP2S1	7.98004076946e-06	1.7383618834e-05	5.72652138285e-07	3.31407607589e-07	5.20730230866e-07	1.42478997674e-06	1.880840881074e-05	2.67884495802e-05
ENSG00000173011	ENST00000310074	30781	TADA2B	TADA2B	8.82338865052e-06	1.79260218775e-05	6.46248969853e-07	3.68495813769e-08	1.95642438331e-08	7.02662795063e-07	1.8628684672563e-05	2.7452073323083e-05
ENSG00000173013	ENST00000310085	26900	CCDC96	CCDC96	1.23790968911e-05	2.30145001418e-05	1.0979660759e-06	0	9.77308571769e-09	1.10773916161769e-06	2.41222393034177e-05	3.65013361945177e-05
ENSG00000175536	ENST00000310109	37216	LIPT2	LIPT2	6.69338946907e-07	1.23530293032e-06	2.12437570813e-08	4.14749202045e-09	2.05887098899e-07	2.3127834800075e-07	1.46658127832075e-06	2.13592022522775e-06
ENSG00000074317	ENST00000310112	11140	SNCB	SNCB	2.0542762577e-06	3.7438121874e-06	2.28643929873e-07	1.74114404781e-07	1.22118755615e-06	1.623945890804e-06	5.367758078204e-06	7.422034335904e-06
ENSG00000175166	ENST00000310118	9559	PSMD2	PSMD2	9.67172946276e-06	2.56433732955e-05	1.49120799774e-06	8.91574628602e-07	5.36118745309e-06	7.743970079432e-06	3.3387343374932e-05	4.3059072837692e-05
ENSG00000153902	ENST00000310123	18712	LGI4	LGI4	7.6492286852e-06	1.52264164143e-05	3.97655460196e-07	2.23295355638e-07	4.44763053434e-07	1.065713869268e-06	1.6292130283568e-05	2.3941358968768e-05
ENSG00000183434	ENST00000310125	24603	TFDP3	TFDP3	7.01588666954e-06	1.34668363245e-05	4.67877214376e-07	0	1.8361274039e-07	6.51489954766e-07	1.4118326279266e-05	2.1134212948806e-05
ENSG00000130270	ENST00000310127	13535	ATP8B3	ATP8B3	2.08221406859e-05	4.23269589321e-05	1.40366992335e-06	1.00374387755e-06	6.98278187004e-08	2.4772416196004e-06	4.48042005517004e-05	6.56263412376004e-05
ENSG00000175538	ENST00000310128	6243	KCNE3	KCNE3	1.15670696379e-06	3.89456476609e-06	6.98804209735e-08	0	1.02894341114e-07	1.727747620875e-07	4.0673395281775e-06	5.2240464919675e-06
ENSG00000239306	ENST00000310137	14219	RBM14	RBM14	1.47506636646e-05	2.93869128456e-05	9.50197288963e-07	9.02729775116e-08	2.76311681296e-07	1.3167819477706e-06	3.07036947933706e-05	4.54543584579706e-05
ENSG00000087191	ENST00000310144	9552	PSMC5	PSMC5	4.82910813446e-06	1.27916042025e-05	4.76335280015e-07	4.53245118776e-07	1.03061808855e-06	1.960198487341e-06	1.4751802689841e-05	1.9580910824301e-05
